epoch,step,loss,nll_heldin,nll_heldout,smth_nll_heldin,smth_nll_heldout,wt_kl,wt_co_kl,wt_ic_kl,wt_l2,gnorm,lr,kl_wt,l2_wt,val_loss,val_nll_heldin,val_nll_heldout,smth_val_nll_heldin,smth_val_nll_heldout,val_wt_kl,val_wt_co_kl,val_wt_ic_kl,val_wt_l2,MODEL.ALIGN_MODE,MODEL.CD_PASS_RATE,MODEL.CD_RATE,MODEL.CELL_CLIP,MODEL.CI_ENC_DIM,MODEL.CI_LAG,MODEL.CON_DIM,MODEL.CO_AUTOREG_PRIOR,MODEL.CO_DIM,MODEL.CO_PRIOR_NVAR,MODEL.CO_PRIOR_TAU,MODEL.CS_DIM,MODEL.DATA_DIM,MODEL.DROPOUT_RATE,MODEL.EXT_INPUT_DIM,MODEL.FAC_DIM,MODEL.FP_LEN,MODEL.GEN_DIM,MODEL.IC_DIM,MODEL.IC_ENC_DIM,MODEL.IC_ENC_SEQ_LEN,MODEL.IC_POST_VAR_MIN,MODEL.IC_PRIOR_VAR,MODEL.READIN_DIM,MODEL.SAMPLE_POSTERIORS,MODEL.SEQ_LEN,MODEL.SV_RATE,MODEL.SV_SEED,SEED,TRAIN.ADAM_EPSILON,TRAIN.BATCH_SIZE,TRAIN.DATA.DIR,TRAIN.DATA.PREFIX,TRAIN.EAGER_MODE,TRAIN.ENCODERS_ONLY,TRAIN.KL.CO_WEIGHT,TRAIN.KL.IC_WEIGHT,TRAIN.KL.INCREASE_EPOCH,TRAIN.KL.START_EPOCH,TRAIN.L2.CI_ENC_SCALE,TRAIN.L2.CON_SCALE,TRAIN.L2.GEN_SCALE,TRAIN.L2.IC_ENC_SCALE,TRAIN.L2.INCREASE_EPOCH,TRAIN.L2.READIN_SCALE,TRAIN.L2.START_EPOCH,TRAIN.LOG_HPS,TRAIN.LOSS_SCALE,TRAIN.LR.DECAY,TRAIN.LR.INIT,TRAIN.LR.PATIENCE,TRAIN.LR.STOP,TRAIN.MAX_EPOCHS,TRAIN.MAX_GRAD_NORM,TRAIN.MODEL_DIR,TRAIN.NLL_MEAN,TRAIN.OVERWRITE,TRAIN.PATIENCE,TRAIN.PBT_MODE,TRAIN.TUNE_MODE,TRAIN.USE_TB
11,22,0.09249253,0.09116387,nan,0.0926228,nan,0.009628924,0.008798717,0.000830206,0.00015482011,115.62756,0.004,0.13580246,0.13580246,0.09410616,0.09288723,nan,0.09348018,nan,0.0088203335,0.008035235,0.0007850981,0.0001554281,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,38,152,0.020216927386086467,0,40,40,100,100,100,0,0.0001,0.1,-1,True,180,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_medium_train_",False,False,2.7416073202623125e-05,4.34917969128388e-06,80,0,0.0,0.0029482452026247594,0.04455392983973447,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_medium_long/tuneLFADS_15_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.020217,TRAIN.KL.CO_WEIGHT=2.7416e-05,TRAIN.KL.IC_WEIGHT=4.3492e-06,TRAIN.L2.CO_2021-08-06_01-08-19vesn1r6d/model_dir",True,True,5000,True,True,False
12,24,0.091905296,0.09060261,nan,0.09120867,nan,0.008637573,0.0079565905,0.00068098155,0.00015560648,101.99405,0.004,0.14814815,0.14814815,0.093467325,0.09226047,nan,0.092626385,nan,0.00799015,0.007523799,0.0004663514,0.00015611177,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,38,152,0.020216927386086467,0,40,40,100,100,100,0,0.0001,0.1,-1,True,180,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_medium_train_",False,False,2.7416073202623125e-05,4.34917969128388e-06,80,0,0.0,0.0029482452026247594,0.04455392983973447,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_medium_long/tuneLFADS_15_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.020217,TRAIN.KL.CO_WEIGHT=2.7416e-05,TRAIN.KL.IC_WEIGHT=4.3492e-06,TRAIN.L2.CO_2021-08-06_01-08-19vesn1r6d/model_dir",True,True,5000,True,True,False
13,26,0.091491476,0.09021907,nan,0.09051595,nan,0.007771762,0.0073267594,0.000445003,0.00015626958,109.104546,0.004,0.16049382,0.16049382,0.09307522,0.091872774,nan,0.092098854,nan,0.007335442,0.006930987,0.00040445544,0.00015672772,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,38,152,0.020216927386086467,0,40,40,100,100,100,0,0.0001,0.1,-1,True,180,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_medium_train_",False,False,2.7416073202623125e-05,4.34917969128388e-06,80,0,0.0,0.0029482452026247594,0.04455392983973447,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_medium_long/tuneLFADS_15_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.020217,TRAIN.KL.CO_WEIGHT=2.7416e-05,TRAIN.KL.IC_WEIGHT=4.3492e-06,TRAIN.L2.CO_2021-08-06_01-08-19vesn1r6d/model_dir",True,True,5000,True,True,False
14,28,0.09085409,0.08959531,nan,0.0898715,nan,0.0071260827,0.006736096,0.0003899865,0.0001568677,95.247406,0.004,0.17283951,0.17283951,0.09227075,0.09105745,nan,0.09136987,nan,0.006862557,0.0065207174,0.00034183974,0.00015727051,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,38,152,0.020216927386086467,0,40,40,100,100,100,0,0.0001,0.1,-1,True,180,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_medium_train_",False,False,2.7416073202623125e-05,4.34917969128388e-06,80,0,0.0,0.0029482452026247594,0.04455392983973447,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_medium_long/tuneLFADS_15_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.020217,TRAIN.KL.CO_WEIGHT=2.7416e-05,TRAIN.KL.IC_WEIGHT=4.3492e-06,TRAIN.L2.CO_2021-08-06_01-08-19vesn1r6d/model_dir",True,True,5000,True,True,False
15,30,0.09033176,0.08903672,nan,0.089287154,nan,0.006835872,0.006505874,0.00032999786,0.0001573961,102.924576,0.004,0.18518518,0.18518518,0.091994174,0.09073003,nan,0.090921976,nan,0.006668639,0.0063781827,0.00029045608,0.00015776149,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,38,152,0.020216927386086467,0,40,40,100,100,100,0,0.0001,0.1,-1,True,180,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_medium_train_",False,False,2.7416073202623125e-05,4.34917969128388e-06,80,0,0.0,0.0029482452026247594,0.04455392983973447,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_medium_long/tuneLFADS_15_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.020217,TRAIN.KL.CO_WEIGHT=2.7416e-05,TRAIN.KL.IC_WEIGHT=4.3492e-06,TRAIN.L2.CO_2021-08-06_01-08-19vesn1r6d/model_dir",True,True,5000,True,True,False
16,32,0.090042315,0.088712186,nan,0.088884674,nan,0.0065758945,0.0062957983,0.00028009608,0.00015787175,95.149796,0.004,0.19753087,0.19753087,0.091533326,0.09022816,nan,0.09043631,nan,0.006449206,0.0062082354,0.00024097024,0.00015817753,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,38,152,0.020216927386086467,0,40,40,100,100,100,0,0.0001,0.1,-1,True,180,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_medium_train_",False,False,2.7416073202623125e-05,4.34917969128388e-06,80,0,0.0,0.0029482452026247594,0.04455392983973447,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_medium_long/tuneLFADS_15_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.020217,TRAIN.KL.CO_WEIGHT=2.7416e-05,TRAIN.KL.IC_WEIGHT=4.3492e-06,TRAIN.L2.CO_2021-08-06_01-08-19vesn1r6d/model_dir",True,True,5000,True,True,False
17,34,0.0897471,0.088373914,nan,0.08852714,nan,0.0063845217,0.0061524156,0.00023210635,0.00015826814,91.29158,0.004,0.20987654,0.20987654,0.09139766,0.090032026,nan,0.090153314,nan,0.0063482937,0.00614016,0.00020813372,0.00015853075,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,38,152,0.020216927386086467,0,40,40,100,100,100,0,0.0001,0.1,-1,True,180,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_medium_train_",False,False,2.7416073202623125e-05,4.34917969128388e-06,80,0,0.0,0.0029482452026247594,0.04455392983973447,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_medium_long/tuneLFADS_15_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.020217,TRAIN.KL.CO_WEIGHT=2.7416e-05,TRAIN.KL.IC_WEIGHT=4.3492e-06,TRAIN.L2.CO_2021-08-06_01-08-19vesn1r6d/model_dir",True,True,5000,True,True,False
18,36,0.08956225,0.08811748,nan,0.08824038,nan,0.0063428963,0.0061403895,0.00020250684,0.00015860601,67.87259,0.004,0.22222222,0.22222222,0.09122188,0.0897932,nan,0.08990123,nan,0.006270258,0.0060795206,0.00019073748,0.00015880319,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,38,152,0.020216927386086467,0,40,40,100,100,100,0,0.0001,0.1,-1,True,180,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_medium_train_",False,False,2.7416073202623125e-05,4.34917969128388e-06,80,0,0.0,0.0029482452026247594,0.04455392983973447,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_medium_long/tuneLFADS_15_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.020217,TRAIN.KL.CO_WEIGHT=2.7416e-05,TRAIN.KL.IC_WEIGHT=4.3492e-06,TRAIN.L2.CO_2021-08-06_01-08-19vesn1r6d/model_dir",True,True,5000,True,True,False
19,38,0.089449346,0.087960474,nan,0.08804444,nan,0.006188413,0.0060062623,0.00018215022,0.0001588544,93.0054,0.004,0.2345679,0.2345679,0.091036126,0.08953287,nan,0.089643374,nan,0.006249617,0.0060779266,0.00017169012,0.0001590144,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,38,152,0.020216927386086467,0,40,40,100,100,100,0,0.0001,0.1,-1,True,180,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_medium_train_",False,False,2.7416073202623125e-05,4.34917969128388e-06,80,0,0.0,0.0029482452026247594,0.04455392983973447,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_medium_long/tuneLFADS_15_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.020217,TRAIN.KL.CO_WEIGHT=2.7416e-05,TRAIN.KL.IC_WEIGHT=4.3492e-06,TRAIN.L2.CO_2021-08-06_01-08-19vesn1r6d/model_dir",True,True,5000,True,True,False
20,40,0.08927213,0.08771089,nan,0.087810956,nan,0.0061639557,0.005998629,0.00016532614,0.00015906336,58.172695,0.004,0.24691358,0.24691358,0.091031045,0.08946289,nan,0.089517035,nan,0.006191808,0.006032535,0.00015927306,0.00015919028,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,38,152,0.020216927386086467,0,40,40,100,100,100,0,0.0001,0.1,-1,True,180,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_medium_train_",False,False,2.7416073202623125e-05,4.34917969128388e-06,80,0,0.0,0.0029482452026247594,0.04455392983973447,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_medium_long/tuneLFADS_15_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.020217,TRAIN.KL.CO_WEIGHT=2.7416e-05,TRAIN.KL.IC_WEIGHT=4.3492e-06,TRAIN.L2.CO_2021-08-06_01-08-19vesn1r6d/model_dir",True,True,5000,True,True,False
